user_id,occurred_at,action,user_type
20,7/2/2014 9:30,sent_weekly_digest,2
20,7/9/2014 9:30,sent_weekly_digest,2
20,7/9/2014 9:30,email_open,2
20,7/9/2014 9:30,email_clickthrough,2
20,7/16/2014 9:30,sent_weekly_digest,2
20,7/23/2014 9:30,sent_weekly_digest,2
20,7/23/2014 9:30,email_open,2
20,7/30/2014 9:30,sent_weekly_digest,2
20,7/30/2014 9:30,email_open,2
20,8/6/2014 9:30,sent_weekly_digest,2
20,8/13/2014 9:30,sent_weekly_digest,2
20,8/20/2014 9:30,sent_weekly_digest,2
20,8/20/2014 9:30,email_open,2
20,8/20/2014 9:31,email_clickthrough,2
20,8/27/2014 9:30,sent_weekly_digest,2
20,8/27/2014 9:30,email_open,2
22,5/7/2014 9:30,sent_weekly_digest,1
22,5/7/2014 9:30,email_open,1
22,5/7/2014 9:30,email_clickthrough,1
22,5/14/2014 9:30,sent_weekly_digest,1
22,5/21/2014 9:30,sent_weekly_digest,1
22,5/21/2014 9:30,email_open,1
22,5/21/2014 9:30,email_clickthrough,1
22,5/28/2014 9:30,sent_weekly_digest,1
22,5/28/2014 9:30,email_open,1
22,6/4/2014 9:30,sent_weekly_digest,1
22,6/4/2014 9:30,email_open,1
22,6/11/2014 9:30,sent_weekly_digest,1
22,6/11/2014 9:30,email_open,1
22,6/11/2014 9:31,email_clickthrough,1
22,6/18/2014 9:30,sent_weekly_digest,1
22,6/25/2014 9:30,sent_weekly_digest,1
22,7/2/2014 9:30,sent_weekly_digest,1
22,7/9/2014 9:30,sent_weekly_digest,1
22,7/16/2014 9:30,sent_weekly_digest,1
22,7/23/2014 9:30,sent_weekly_digest,1
22,7/30/2014 9:30,sent_weekly_digest,1
22,8/6/2014 9:30,sent_weekly_digest,1
22,8/13/2014 9:30,sent_weekly_digest,1
22,8/13/2014 9:30,email_open,1
22,8/20/2014 9:30,sent_weekly_digest,1
22,8/27/2014 9:30,sent_weekly_digest,1
22,8/27/2014 9:30,email_open,1
30,5/1/2014 9:30,sent_weekly_digest,2
30,5/8/2014 9:30,sent_weekly_digest,2
30,5/15/2014 9:30,sent_weekly_digest,2
30,5/22/2014 9:30,sent_weekly_digest,2
30,5/22/2014 9:30,email_open,2
30,5/29/2014 9:30,sent_weekly_digest,2
30,5/29/2014 9:30,email_open,2
30,6/5/2014 9:30,sent_weekly_digest,2
30,6/12/2014 9:30,sent_weekly_digest,2
30,6/19/2014 9:30,sent_weekly_digest,2
30,6/19/2014 9:30,email_open,2
30,6/19/2014 9:30,email_clickthrough,2
30,6/26/2014 9:30,sent_weekly_digest,2
30,7/3/2014 9:30,sent_weekly_digest,2
30,7/10/2014 9:30,sent_weekly_digest,2
30,7/17/2014 9:30,sent_weekly_digest,2
30,7/17/2014 9:30,email_open,2
30,7/24/2014 9:30,sent_weekly_digest,2
30,7/31/2014 9:30,sent_weekly_digest,2
30,8/7/2014 9:30,sent_weekly_digest,2
30,8/14/2014 9:30,sent_weekly_digest,2
30,8/14/2014 9:30,email_open,2
30,8/21/2014 9:30,sent_weekly_digest,2
30,8/21/2014 9:30,email_open,2
30,8/28/2014 9:30,sent_weekly_digest,2
49,5/5/2014 9:30,sent_weekly_digest,2
49,5/5/2014 9:30,email_open,2
49,5/12/2014 9:30,sent_weekly_digest,2
49,5/19/2014 9:30,sent_weekly_digest,2
49,5/26/2014 9:30,sent_weekly_digest,2
49,6/2/2014 9:30,sent_weekly_digest,2
49,6/2/2014 9:30,email_open,2
49,6/2/2014 9:30,email_clickthrough,2
49,6/9/2014 9:30,sent_weekly_digest,2
49,6/16/2014 9:30,sent_weekly_digest,2
49,6/23/2014 9:30,sent_weekly_digest,2
49,6/30/2014 9:30,sent_weekly_digest,2
49,7/7/2014 9:30,sent_weekly_digest,2
49,7/14/2014 9:30,sent_weekly_digest,2
49,7/21/2014 9:30,sent_weekly_digest,2
49,7/21/2014 9:30,email_open,2
49,7/28/2014 9:30,sent_weekly_digest,2
49,7/28/2014 9:30,email_open,2
49,8/4/2014 9:30,sent_weekly_digest,2
49,8/4/2014 9:30,email_open,2
49,8/11/2014 9:30,sent_weekly_digest,2
49,8/18/2014 9:30,sent_weekly_digest,2
49,8/25/2014 9:30,sent_weekly_digest,2
59,5/5/2014 9:30,sent_weekly_digest,1
59,5/12/2014 9:30,sent_weekly_digest,1
59,5/19/2014 9:30,sent_weekly_digest,1
59,5/26/2014 9:30,sent_weekly_digest,1
59,5/26/2014 9:30,email_open,1
59,6/2/2014 9:30,sent_weekly_digest,1
59,6/2/2014 9:30,email_open,1
59,6/2/2014 9:31,email_clickthrough,1
59,6/9/2014 9:30,sent_weekly_digest,1
59,6/16/2014 9:30,sent_weekly_digest,1
59,6/23/2014 9:30,sent_weekly_digest,1
59,6/30/2014 9:30,sent_weekly_digest,1
59,7/7/2014 9:30,sent_weekly_digest,1
59,7/14/2014 9:30,sent_weekly_digest,1
59,7/14/2014 9:30,email_open,1
59,7/21/2014 9:30,sent_weekly_digest,1
59,7/28/2014 9:30,sent_weekly_digest,1
59,8/4/2014 9:30,sent_weekly_digest,1
59,8/4/2014 9:30,email_open,1
59,8/4/2014 9:31,email_clickthrough,1
59,8/11/2014 9:30,sent_weekly_digest,1
59,8/11/2014 9:30,email_open,1
59,8/11/2014 9:31,email_clickthrough,1
59,8/18/2014 9:30,sent_weekly_digest,1
59,8/25/2014 9:30,sent_weekly_digest,1
64,5/5/2014 9:30,sent_weekly_digest,2
64,5/12/2014 9:30,sent_weekly_digest,2
64,5/19/2014 9:30,sent_weekly_digest,2
64,5/26/2014 9:30,sent_weekly_digest,2
64,6/2/2014 9:30,sent_weekly_digest,2
64,6/9/2014 9:30,sent_weekly_digest,2
64,6/16/2014 9:30,sent_weekly_digest,2
64,6/23/2014 9:30,sent_weekly_digest,2
64,6/23/2014 9:30,email_open,2
64,6/23/2014 9:30,email_clickthrough,2
64,6/30/2014 9:30,sent_weekly_digest,2
64,6/30/2014 9:30,email_open,2
64,7/7/2014 9:30,sent_weekly_digest,2
64,7/7/2014 9:30,email_open,2
64,7/7/2014 9:30,email_clickthrough,2
64,7/14/2014 9:30,sent_weekly_digest,2
64,7/14/2014 9:30,email_open,2
64,7/21/2014 9:30,sent_weekly_digest,2
64,7/28/2014 9:30,sent_weekly_digest,2
64,7/28/2014 9:30,email_open,2
64,8/4/2014 9:30,sent_weekly_digest,2
64,8/11/2014 9:30,sent_weekly_digest,2
64,8/18/2014 9:30,sent_weekly_digest,2
64,8/25/2014 9:30,sent_weekly_digest,2
66,5/5/2014 9:30,sent_weekly_digest,1
66,5/12/2014 9:30,sent_weekly_digest,1
66,5/19/2014 9:30,sent_weekly_digest,1
66,5/26/2014 9:30,sent_weekly_digest,1
66,6/2/2014 9:30,sent_weekly_digest,1
66,6/9/2014 9:30,sent_weekly_digest,1
66,6/9/2014 9:30,email_open,1
66,6/16/2014 9:30,sent_weekly_digest,1
66,6/16/2014 9:30,email_open,1
66,6/23/2014 9:30,sent_weekly_digest,1
66,6/30/2014 9:30,sent_weekly_digest,1
66,7/7/2014 9:30,sent_weekly_digest,1
66,7/7/2014 9:30,email_open,1
66,7/14/2014 9:30,sent_weekly_digest,1
66,7/21/2014 9:30,sent_weekly_digest,1
66,7/28/2014 9:30,sent_weekly_digest,1
66,7/28/2014 9:30,email_open,1
66,8/4/2014 9:30,sent_weekly_digest,1
66,8/11/2014 9:30,sent_weekly_digest,1
66,8/18/2014 9:30,sent_weekly_digest,1
66,8/25/2014 9:30,sent_weekly_digest,1
66,8/25/2014 9:30,email_open,1
67,5/5/2014 9:30,sent_weekly_digest,1
67,5/12/2014 9:30,sent_weekly_digest,1
67,5/19/2014 9:30,sent_weekly_digest,1
67,5/26/2014 9:30,sent_weekly_digest,1
67,5/26/2014 9:30,email_open,1
67,6/2/2014 9:30,sent_weekly_digest,1
67,6/9/2014 9:30,sent_weekly_digest,1
67,6/16/2014 9:30,sent_weekly_digest,1
67,6/23/2014 9:30,sent_weekly_digest,1
67,6/30/2014 9:30,sent_weekly_digest,1
67,6/30/2014 9:30,email_open,1
67,7/7/2014 9:30,sent_weekly_digest,1
67,7/7/2014 9:30,email_open,1
67,7/14/2014 9:30,sent_weekly_digest,1
67,7/21/2014 9:30,sent_weekly_digest,1
67,7/28/2014 9:30,sent_weekly_digest,1
67,8/4/2014 9:30,sent_weekly_digest,1
67,8/11/2014 9:30,sent_weekly_digest,1
67,8/11/2014 9:30,email_open,1
67,8/18/2014 9:30,sent_weekly_digest,1
67,8/25/2014 9:30,sent_weekly_digest,1
67,8/25/2014 9:30,email_open,1
78,5/6/2014 9:30,sent_weekly_digest,2
78,5/13/2014 9:30,sent_weekly_digest,2
78,5/20/2014 9:30,sent_weekly_digest,2
78,5/20/2014 9:30,email_open,2
78,5/27/2014 9:30,sent_weekly_digest,2
78,6/3/2014 9:30,sent_weekly_digest,2
78,6/10/2014 9:30,sent_weekly_digest,2
78,6/17/2014 9:30,sent_weekly_digest,2
78,6/17/2014 9:30,email_open,2
78,6/17/2014 9:31,email_clickthrough,2
78,6/24/2014 9:30,sent_weekly_digest,2
78,7/1/2014 9:30,sent_weekly_digest,2
78,7/8/2014 9:30,sent_weekly_digest,2
78,7/8/2014 9:30,email_open,2
78,7/15/2014 9:30,sent_weekly_digest,2
78,7/22/2014 9:30,sent_weekly_digest,2
78,7/22/2014 9:30,email_open,2
78,7/22/2014 9:30,email_clickthrough,2
78,7/29/2014 9:30,sent_weekly_digest,2
78,7/29/2014 9:30,email_open,2
78,7/29/2014 9:31,email_clickthrough,2
78,8/5/2014 9:30,sent_weekly_digest,2
78,8/12/2014 9:30,sent_weekly_digest,2
78,8/12/2014 9:30,email_open,2
78,8/19/2014 9:30,sent_weekly_digest,2
78,8/19/2014 9:30,email_open,2
78,8/19/2014 9:31,email_clickthrough,2
78,8/26/2014 9:30,sent_weekly_digest,2
80,5/6/2014 9:30,sent_weekly_digest,1
80,5/13/2014 9:30,sent_weekly_digest,1
80,5/13/2014 9:30,email_open,1
80,5/13/2014 9:30,email_clickthrough,1
80,5/20/2014 9:30,sent_weekly_digest,1
80,5/20/2014 9:30,email_open,1
80,5/27/2014 9:30,sent_weekly_digest,1
80,5/27/2014 9:30,email_open,1
80,6/3/2014 9:30,sent_weekly_digest,1
80,6/10/2014 9:30,sent_weekly_digest,1
80,6/17/2014 9:30,sent_weekly_digest,1
80,6/24/2014 9:30,sent_weekly_digest,1
80,7/1/2014 9:30,sent_weekly_digest,1
80,7/8/2014 9:30,sent_weekly_digest,1
80,7/8/2014 9:30,email_open,1
80,7/15/2014 9:30,sent_weekly_digest,1
80,7/22/2014 9:30,sent_weekly_digest,1
80,7/29/2014 9:30,sent_weekly_digest,1
80,7/29/2014 9:30,email_open,1
80,8/5/2014 9:30,sent_weekly_digest,1
80,8/5/2014 9:30,email_open,1
80,8/5/2014 9:31,email_clickthrough,1
80,8/12/2014 9:30,sent_weekly_digest,1
80,8/19/2014 9:30,sent_weekly_digest,1
80,8/19/2014 9:30,email_open,1
80,8/26/2014 9:30,sent_weekly_digest,1
83,5/7/2014 9:30,sent_weekly_digest,1
83,5/14/2014 9:30,sent_weekly_digest,1
83,5/21/2014 9:30,sent_weekly_digest,1
83,5/28/2014 9:30,sent_weekly_digest,1
83,6/4/2014 9:30,sent_weekly_digest,1
83,6/4/2014 9:30,email_open,1
83,6/4/2014 9:30,email_clickthrough,1
83,6/11/2014 9:30,sent_weekly_digest,1
83,6/18/2014 9:30,sent_weekly_digest,1
83,6/18/2014 9:30,email_open,1
83,6/25/2014 9:30,sent_weekly_digest,1
83,6/25/2014 9:30,email_open,1
83,7/2/2014 9:30,sent_weekly_digest,1
83,7/9/2014 9:30,sent_weekly_digest,1
83,7/16/2014 9:30,sent_weekly_digest,1
83,7/23/2014 9:30,sent_weekly_digest,1
83,7/30/2014 9:30,sent_weekly_digest,1
83,8/6/2014 9:30,sent_weekly_digest,1
83,8/13/2014 9:30,sent_weekly_digest,1
83,8/20/2014 9:30,sent_weekly_digest,1
83,8/27/2014 9:30,sent_weekly_digest,1
83,8/27/2014 9:30,email_open,1
86,5/7/2014 9:30,sent_weekly_digest,1
86,5/14/2014 9:30,sent_weekly_digest,1
86,5/21/2014 9:30,sent_weekly_digest,1
86,5/28/2014 9:30,sent_weekly_digest,1
86,5/28/2014 9:30,email_open,1
86,5/28/2014 9:31,email_clickthrough,1
86,6/4/2014 9:30,sent_weekly_digest,1
86,6/11/2014 9:30,sent_weekly_digest,1
86,6/18/2014 9:30,sent_weekly_digest,1
86,6/25/2014 9:30,sent_weekly_digest,1
86,6/25/2014 9:30,email_open,1
86,7/2/2014 9:30,sent_weekly_digest,1
86,7/9/2014 9:30,sent_weekly_digest,1
86,7/16/2014 9:30,sent_weekly_digest,1
86,7/23/2014 9:30,sent_weekly_digest,1
86,7/30/2014 9:30,sent_weekly_digest,1
86,8/6/2014 9:30,sent_weekly_digest,1
86,8/6/2014 9:30,email_open,1
86,8/6/2014 9:30,email_clickthrough,1
86,8/13/2014 9:30,sent_weekly_digest,1
86,8/20/2014 9:30,sent_weekly_digest,1
86,8/27/2014 9:30,sent_weekly_digest,1
86,8/27/2014 9:30,email_open,1
86,8/27/2014 9:31,email_clickthrough,1
98,5/1/2014 9:30,sent_weekly_digest,2
98,5/8/2014 9:30,sent_weekly_digest,2
98,5/8/2014 9:30,email_open,2
98,5/15/2014 9:30,sent_weekly_digest,2
98,5/22/2014 9:30,sent_weekly_digest,2
98,5/22/2014 9:30,email_open,2
98,5/29/2014 9:30,sent_weekly_digest,2
98,6/5/2014 9:30,sent_weekly_digest,2
98,6/12/2014 9:30,sent_weekly_digest,2
98,6/19/2014 9:30,sent_weekly_digest,2
98,6/19/2014 9:30,email_open,2
98,6/19/2014 9:30,email_clickthrough,2
98,6/26/2014 9:30,sent_weekly_digest,2
98,6/26/2014 9:30,email_open,2
98,7/3/2014 9:30,sent_weekly_digest,2
98,7/10/2014 9:30,sent_weekly_digest,2
98,7/10/2014 9:30,email_open,2
98,7/17/2014 9:30,sent_weekly_digest,2
98,7/24/2014 9:30,sent_weekly_digest,2
98,7/31/2014 9:30,sent_weekly_digest,2
98,8/7/2014 9:30,sent_weekly_digest,2
98,8/7/2014 9:30,email_open,2
98,8/14/2014 9:30,sent_weekly_digest,2
98,8/21/2014 9:30,sent_weekly_digest,2
98,8/21/2014 9:30,email_open,2
98,8/21/2014 9:30,email_clickthrough,2
98,8/28/2014 9:30,sent_weekly_digest,2
101,5/1/2014 9:30,sent_weekly_digest,1
101,5/8/2014 9:30,sent_weekly_digest,1
101,5/8/2014 9:30,email_open,1
101,5/8/2014 9:30,email_clickthrough,1
101,5/15/2014 9:30,sent_weekly_digest,1
101,5/22/2014 9:30,sent_weekly_digest,1
101,5/29/2014 9:30,sent_weekly_digest,1
101,6/5/2014 9:30,sent_weekly_digest,1
101,6/12/2014 9:30,sent_weekly_digest,1
101,6/19/2014 9:30,sent_weekly_digest,1
101,6/19/2014 9:30,email_open,1
101,6/19/2014 9:30,email_clickthrough,1
101,6/26/2014 9:30,sent_weekly_digest,1
101,7/3/2014 9:30,sent_weekly_digest,1
101,7/3/2014 9:30,email_open,1
101,7/10/2014 9:30,sent_weekly_digest,1
101,7/17/2014 9:30,sent_weekly_digest,1
101,7/17/2014 9:30,email_open,1
101,7/24/2014 9:30,sent_weekly_digest,1
101,7/24/2014 9:30,email_open,1
101,7/31/2014 9:30,sent_weekly_digest,1
101,7/31/2014 9:30,email_open,1
101,7/31/2014 9:31,email_clickthrough,1
101,8/7/2014 9:30,sent_weekly_digest,1
101,8/7/2014 9:30,email_open,1
101,8/7/2014 9:30,email_clickthrough,1
101,8/14/2014 9:30,sent_weekly_digest,1
101,8/14/2014 9:30,email_open,1
101,8/14/2014 9:31,email_clickthrough,1
101,8/21/2014 9:30,sent_weekly_digest,1
101,8/21/2014 9:30,email_open,1
101,8/21/2014 9:31,email_clickthrough,1
101,8/28/2014 9:30,sent_weekly_digest,1
108,5/2/2014 9:30,sent_weekly_digest,1
108,5/2/2014 9:30,email_open,1
108,5/9/2014 9:30,sent_weekly_digest,1
108,5/9/2014 9:30,email_open,1
108,5/16/2014 9:30,sent_weekly_digest,1
108,5/23/2014 9:30,sent_weekly_digest,1
108,5/23/2014 9:30,email_open,1
108,5/30/2014 9:30,sent_weekly_digest,1
108,6/6/2014 9:30,sent_weekly_digest,1
108,6/6/2014 9:30,email_open,1
108,6/13/2014 9:30,sent_weekly_digest,1
108,6/20/2014 9:30,sent_weekly_digest,1
108,6/20/2014 9:30,email_open,1
108,6/27/2014 9:30,sent_weekly_digest,1
108,7/4/2014 9:30,sent_weekly_digest,1
108,7/11/2014 9:30,sent_weekly_digest,1
108,7/11/2014 9:30,email_open,1
108,7/18/2014 9:30,sent_weekly_digest,1
108,7/25/2014 9:30,sent_weekly_digest,1
108,8/1/2014 9:30,sent_weekly_digest,1
108,8/1/2014 9:30,email_open,1
108,8/8/2014 9:30,sent_weekly_digest,1
108,8/15/2014 9:30,sent_weekly_digest,1
108,8/15/2014 9:30,email_open,1
108,8/22/2014 9:30,sent_weekly_digest,1
108,8/29/2014 9:30,sent_weekly_digest,1
117,5/5/2014 9:30,sent_weekly_digest,1
117,5/5/2014 9:30,email_open,1
117,5/12/2014 9:30,sent_weekly_digest,1
117,5/19/2014 9:30,sent_weekly_digest,1
117,5/26/2014 9:30,sent_weekly_digest,1
117,6/2/2014 9:30,sent_weekly_digest,1
117,6/9/2014 9:30,sent_weekly_digest,1
117,6/16/2014 9:30,sent_weekly_digest,1
117,6/23/2014 9:30,sent_weekly_digest,1
117,6/30/2014 9:30,sent_weekly_digest,1
117,7/7/2014 9:30,sent_weekly_digest,1
117,7/14/2014 9:30,sent_weekly_digest,1
117,7/14/2014 9:30,email_open,1
117,7/21/2014 9:30,sent_weekly_digest,1
117,7/28/2014 9:30,sent_weekly_digest,1
117,7/28/2014 9:30,email_open,1
117,8/4/2014 9:30,sent_weekly_digest,1
117,8/11/2014 9:30,sent_weekly_digest,1
117,8/18/2014 9:30,sent_weekly_digest,1
117,8/25/2014 9:30,sent_weekly_digest,1
117,8/25/2014 9:30,email_open,1
120,5/5/2014 9:30,sent_weekly_digest,2
120,5/12/2014 9:30,sent_weekly_digest,2
120,5/19/2014 9:30,sent_weekly_digest,2
120,5/26/2014 9:30,sent_weekly_digest,2
120,5/26/2014 9:30,email_open,2
120,6/2/2014 9:30,sent_weekly_digest,2
120,6/9/2014 9:30,sent_weekly_digest,2
120,6/16/2014 9:30,sent_weekly_digest,2
120,6/23/2014 9:30,sent_weekly_digest,2
120,6/30/2014 9:30,sent_weekly_digest,2
120,6/30/2014 9:30,email_open,2
120,7/7/2014 9:30,sent_weekly_digest,2
120,7/14/2014 9:30,sent_weekly_digest,2
120,7/14/2014 9:30,email_open,2
120,7/21/2014 9:30,sent_weekly_digest,2
120,7/28/2014 9:30,sent_weekly_digest,2
120,8/4/2014 9:30,sent_weekly_digest,2
120,8/11/2014 9:30,sent_weekly_digest,2
120,8/11/2014 9:30,email_open,2
120,8/18/2014 9:30,sent_weekly_digest,2
120,8/25/2014 9:30,sent_weekly_digest,2
124,5/5/2014 9:30,sent_weekly_digest,3
124,5/12/2014 9:30,sent_weekly_digest,3
124,5/19/2014 9:30,sent_weekly_digest,3
124,5/19/2014 9:30,email_open,3
124,5/26/2014 9:30,sent_weekly_digest,3
124,5/26/2014 9:30,email_open,3
124,6/2/2014 9:30,sent_weekly_digest,3
124,6/9/2014 9:30,sent_weekly_digest,3
124,6/16/2014 9:30,sent_weekly_digest,3
124,6/23/2014 9:30,sent_weekly_digest,3
124,6/30/2014 9:30,sent_weekly_digest,3
124,6/30/2014 9:30,email_open,3
124,6/30/2014 9:30,email_clickthrough,3
124,7/7/2014 9:30,sent_weekly_digest,3
124,7/7/2014 9:30,email_open,3
124,7/14/2014 9:30,sent_weekly_digest,3
124,7/21/2014 9:30,sent_weekly_digest,3
124,7/28/2014 9:30,sent_weekly_digest,3
124,8/4/2014 9:30,sent_weekly_digest,3
124,8/4/2014 9:30,email_open,3
124,8/4/2014 9:30,email_clickthrough,3
124,8/11/2014 9:30,sent_weekly_digest,3
124,8/18/2014 9:30,sent_weekly_digest,3
124,8/18/2014 9:30,email_open,3
124,8/25/2014 9:30,sent_weekly_digest,3
128,5/5/2014 9:30,sent_weekly_digest,2
128,5/12/2014 9:30,sent_weekly_digest,2
128,5/12/2014 9:30,email_open,2
128,5/12/2014 9:30,email_clickthrough,2
128,5/19/2014 9:30,sent_weekly_digest,2
128,5/26/2014 9:30,sent_weekly_digest,2
128,5/26/2014 9:30,email_open,2
