user_id,created_at,company_id,language,activated_at,state
76,1/8/2013 11:05,215,english,,pending
77,1/8/2013 14:21,21,english,,pending
78,1/8/2013 12:58,1,english,1/8/2013 13:00,active
79,1/8/2013 14:28,5870,chinese,,pending
80,1/8/2013 6:19,925,spanish,1/8/2013 6:20,active
81,1/8/2013 10:19,10217,russian,,pending
82,1/9/2013 8:52,12403,english,,pending
83,1/9/2013 16:40,2343,english,1/9/2013 16:42,active
84,1/9/2013 17:14,9501,english,1/9/2013 17:16,active
85,1/9/2013 8:43,9531,spanish,,pending
86,1/9/2013 13:24,1,indian,1/9/2013 13:25,active
87,1/9/2013 9:54,95,english,1/9/2013 9:56,active
88,1/9/2013 15:43,3629,english,,pending
89,1/9/2013 17:17,100,french,,pending
90,1/9/2013 12:27,789,english,1/9/2013 12:29,active
91,1/9/2013 12:34,5895,arabic,,pending
92,1/9/2013 10:45,1,english,1/9/2013 10:46,active
93,1/10/2013 18:05,11406,italian,,pending
94,1/10/2013 18:07,1,english,,pending
95,1/10/2013 11:01,11485,english,,pending
96,1/10/2013 19:23,9728,indian,,pending
97,1/10/2013 12:32,7578,french,1/10/2013 12:33,active
98,1/10/2013 10:23,9136,portugese,1/10/2013 10:25,active
99,1/10/2013 11:00,7,english,1/10/2013 11:02,active
100,1/10/2013 12:51,1,english,,pending
101,1/10/2013 13:05,5343,french,1/10/2013 13:07,active
102,1/10/2013 11:47,9294,english,,pending
103,1/10/2013 13:05,44,portugese,1/10/2013 13:06,active
104,1/10/2013 17:23,4936,english,1/10/2013 17:25,active
105,1/11/2013 13:25,12000,english,1/11/2013 13:26,active
106,1/11/2013 23:23,12473,italian,1/11/2013 23:25,active
107,1/11/2013 12:28,12411,english,1/11/2013 12:30,active
108,1/11/2013 16:36,8,japanese,1/11/2013 16:37,active
109,1/11/2013 16:34,1777,spanish,,pending
110,1/11/2013 8:40,87,english,,pending
111,1/11/2013 16:17,2,arabic,1/11/2013 16:18,active
112,1/11/2013 17:03,11414,german,,pending
113,1/11/2013 10:52,457,german,1/11/2013 10:54,active
114,1/11/2013 17:59,2696,english,,pending
115,1/11/2013 22:10,2361,chinese,,pending
116,1/12/2013 3:07,1,english,,pending
117,1/12/2013 16:17,8636,japanese,1/12/2013 16:19,active
118,1/12/2013 15:29,1,english,1/12/2013 15:31,active
119,1/12/2013 15:47,5,english,1/12/2013 15:48,active
120,1/13/2013 16:00,376,japanese,1/13/2013 16:02,active
121,1/13/2013 15:04,9770,chinese,1/13/2013 15:05,active
122,1/13/2013 17:22,274,english,,pending
123,1/14/2013 15:12,219,spanish,1/14/2013 15:14,active
124,1/14/2013 20:22,9039,german,1/14/2013 20:24,active
125,1/14/2013 13:25,10578,english,,pending
126,1/14/2013 15:59,3,arabic,,pending
127,1/14/2013 12:00,12072,arabic,,pending
128,1/14/2013 18:39,2470,russian,1/14/2013 18:40,active
129,1/14/2013 10:08,6,spanish,1/14/2013 10:10,active
130,1/14/2013 10:04,2,german,1/14/2013 10:05,active
131,1/14/2013 14:00,2637,french,,pending
132,1/14/2013 9:09,23,portugese,1/14/2013 9:10,active
133,1/14/2013 0:17,101,french,1/14/2013 0:19,active
134,1/14/2013 9:34,1914,japanese,1/14/2013 9:36,active
135,1/14/2013 12:55,5981,arabic,,pending
136,1/15/2013 14:33,11080,spanish,1/15/2013 14:35,active
137,1/15/2013 8:50,2837,english,1/15/2013 8:51,active
138,1/15/2013 23:36,2541,indian,1/15/2013 23:37,active
139,1/15/2013 16:16,467,japanese,1/15/2013 16:17,active
140,1/15/2013 13:01,11088,japanese,1/15/2013 13:03,active
141,1/15/2013 11:02,49,english,,pending
142,1/15/2013 11:16,2861,english,1/15/2013 11:18,active
143,1/15/2013 0:14,2,indian,1/15/2013 0:16,active
144,1/15/2013 17:07,36,english,1/15/2013 17:09,active
145,1/15/2013 9:53,1118,english,1/15/2013 9:54,active
146,1/15/2013 16:46,12768,japanese,,pending
147,1/15/2013 18:52,9001,japanese,,pending
148,1/15/2013 20:09,12534,japanese,,pending
149,1/15/2013 14:16,2872,english,1/15/2013 14:18,active
150,1/15/2013 11:24,908,english,1/15/2013 11:26,active
151,1/16/2013 14:40,511,english,1/16/2013 14:41,active
152,1/16/2013 13:01,6474,russian,,pending
153,1/16/2013 17:59,1256,english,1/16/2013 18:01,active
154,1/16/2013 12:29,5385,english,1/16/2013 12:30,active
155,1/16/2013 14:40,2889,english,1/16/2013 14:41,active
156,1/16/2013 18:49,1210,english,1/16/2013 18:51,active
157,1/16/2013 12:49,4749,english,,pending
158,1/16/2013 10:46,5825,arabic,,pending
159,1/16/2013 11:58,5849,english,1/16/2013 11:59,active
160,1/16/2013 11:13,12283,indian,,pending
161,1/16/2013 9:29,4529,japanese,,pending
162,1/16/2013 11:07,8667,spanish,,pending
163,1/16/2013 11:35,1092,arabic,1/16/2013 11:36,active
164,1/16/2013 14:36,4807,german,,pending
165,1/17/2013 7:12,6230,spanish,1/17/2013 7:14,active
166,1/17/2013 17:23,12205,english,1/17/2013 17:25,active
167,1/17/2013 7:00,1214,english,1/17/2013 7:01,active
168,1/17/2013 9:22,5,japanese,,pending
169,1/17/2013 7:46,825,spanish,,pending
170,1/17/2013 9:14,11,english,1/17/2013 9:15,active
171,1/17/2013 17:54,13001,korean,1/17/2013 17:56,active
172,1/17/2013 5:13,4196,chinese,1/17/2013 5:14,active
173,1/17/2013 17:25,11339,french,1/17/2013 17:26,active
174,1/17/2013 10:07,478,english,,pending
175,1/17/2013 12:04,3717,french,1/17/2013 12:05,active
176,1/17/2013 17:28,127,french,,pending
177,1/17/2013 7:11,11952,italian,1/17/2013 7:13,active
178,1/18/2013 17:51,2730,spanish,1/18/2013 17:52,active
179,1/18/2013 8:24,2976,portugese,1/18/2013 8:25,active
180,1/18/2013 4:29,1,german,,pending
181,1/18/2013 13:06,2882,spanish,1/18/2013 13:08,active
182,1/18/2013 1:04,2596,indian,1/18/2013 1:05,active
183,1/18/2013 13:00,4924,english,,pending
184,1/18/2013 17:08,6426,french,1/18/2013 17:09,active
185,1/18/2013 18:59,3109,english,1/18/2013 19:00,active
186,1/18/2013 16:10,753,chinese,1/18/2013 16:11,active
187,1/18/2013 16:11,9,english,,pending
188,1/18/2013 11:16,130,japanese,1/18/2013 11:18,active
189,1/18/2013 10:13,780,english,,pending
190,1/18/2013 9:03,12823,english,1/18/2013 9:04,active
191,1/18/2013 2:54,10553,english,1/18/2013 2:55,active
192,1/19/2013 10:13,11020,english,,pending
193,1/19/2013 12:21,1436,indian,,pending
194,1/19/2013 18:48,36,english,1/19/2013 18:50,active
195,1/19/2013 23:44,6245,italian,,pending
196,1/20/2013 17:47,1346,japanese,1/20/2013 17:49,active
197,1/20/2013 14:00,9274,french,,pending
198,1/20/2013 23:59,12069,english,,pending
199,1/20/2013 9:27,9284,french,,pending
200,1/21/2013 14:06,11258,french,,pending
201,1/21/2013 9:34,8624,english,1/21/2013 9:35,active
202,1/21/2013 13:17,2443,english,,pending
203,1/21/2013 9:36,11741,japanese,1/21/2013 9:38,active
204,1/21/2013 7:16,108,japanese,,pending
205,1/21/2013 11:18,13008,japanese,,pending
206,1/21/2013 18:56,5730,english,1/21/2013 18:58,active
207,1/21/2013 12:29,6219,german,,pending
208,1/21/2013 11:54,7314,french,1/21/2013 11:56,active
209,1/21/2013 17:07,14,english,1/21/2013 17:08,active
210,1/21/2013 12:07,5,italian,,pending
211,1/21/2013 14:51,748,spanish,1/21/2013 14:52,active
212,1/21/2013 19:49,4582,indian,1/21/2013 19:51,active
213,1/22/2013 10:58,12023,english,,pending
214,1/22/2013 10:38,44,russian,1/22/2013 10:40,active
215,1/22/2013 2:11,36,english,1/22/2013 2:13,active
216,1/22/2013 6:36,12567,german,,pending
217,1/22/2013 12:09,4001,english,1/22/2013 12:10,active
218,1/22/2013 19:14,2847,english,,pending
219,1/22/2013 4:16,7334,spanish,,pending
220,1/22/2013 11:23,7,english,1/22/2013 11:24,active
221,1/22/2013 22:09,2234,chinese,1/22/2013 22:11,active
222,1/22/2013 15:40,15,french,,pending
223,1/22/2013 3:01,3638,english,,pending
224,1/22/2013 17:04,5793,german,,pending
225,1/22/2013 23:45,13182,english,,pending
226,1/23/2013 11:35,6489,english,1/23/2013 11:37,active
227,1/23/2013 12:17,6,english,1/23/2013 12:19,active
228,1/23/2013 20:10,5155,english,1/23/2013 20:11,active
229,1/23/2013 18:43,45,english,,pending
230,1/23/2013 11:16,5386,french,1/23/2013 11:17,active
231,1/23/2013 15:39,7632,japanese,,pending
232,1/23/2013 6:51,9781,spanish,1/23/2013 6:53,active
233,1/23/2013 13:26,10502,french,,pending
234,1/23/2013 7:21,6745,english,,pending
235,1/23/2013 15:10,893,indian,1/23/2013 15:11,active
236,1/23/2013 3:42,10137,english,,pending
237,1/23/2013 16:40,10034,spanish,,pending
238,1/23/2013 9:31,5782,english,,pending
239,1/23/2013 15:06,9059,japanese,1/23/2013 15:08,active
240,1/24/2013 0:20,42,korean,,pending
241,1/24/2013 21:15,5043,indian,,pending
242,1/24/2013 12:33,6427,arabic,,pending
243,1/24/2013 12:53,4181,spanish,1/24/2013 12:54,active
244,1/24/2013 15:09,4199,english,1/24/2013 15:11,active
245,1/24/2013 11:31,5344,arabic,,pending
246,1/24/2013 11:25,5,german,1/24/2013 11:26,active
247,1/24/2013 15:19,3977,chinese,1/24/2013 15:20,active
248,1/24/2013 19:19,7608,chinese,,pending
249,1/24/2013 6:07,2,korean,,pending
250,1/24/2013 18:40,9564,english,,pending
251,1/24/2013 20:42,15,indian,,pending
252,1/24/2013 10:33,4285,english,,pending
253,1/24/2013 22:21,11615,english,1/24/2013 22:22,active
254,1/25/2013 13:43,3715,arabic,1/25/2013 13:44,active
255,1/25/2013 13:19,4127,russian,,pending
256,1/25/2013 8:53,1620,english,,pending
257,1/25/2013 8:51,11452,french,,pending
258,1/25/2013 11:16,10677,french,,pending
259,1/25/2013 13:17,5165,english,1/25/2013 13:18,active
260,1/25/2013 2:58,609,chinese,1/25/2013 2:59,active
261,1/25/2013 19:32,1103,english,1/25/2013 19:34,active
262,1/25/2013 11:18,284,italian,1/25/2013 11:20,active
263,1/25/2013 8:04,1577,english,,pending
264,1/25/2013 11:02,56,japanese,1/25/2013 11:03,active
265,1/25/2013 18:07,10702,russian,,pending
266,1/25/2013 15:09,8842,english,1/25/2013 15:10,active
267,1/25/2013 4:22,275,french,,pending
268,1/25/2013 10:45,193,english,1/25/2013 10:47,active
269,1/25/2013 8:33,55,portugese,,pending
270,1/26/2013 8:40,11925,french,1/26/2013 8:42,active
271,1/26/2013 16:27,39,english,1/26/2013 16:28,active
272,1/26/2013 13:03,10758,chinese,1/26/2013 13:04,active
273,1/27/2013 17:57,10427,russian,,pending
274,1/27/2013 16:51,1969,arabic,,pending
275,1/27/2013 11:21,13020,japanese,,pending
276,1/27/2013 13:56,2225,italian,1/27/2013 13:58,active
277,1/28/2013 9:57,9486,english,,pending
278,1/28/2013 16:36,5,english,1/28/2013 16:38,active
279,1/28/2013 9:23,303,english,,pending
280,1/28/2013 16:50,24,german,,pending
281,1/28/2013 10:46,175,english,1/28/2013 10:48,active
282,1/28/2013 15:30,11425,english,,pending
283,1/28/2013 1:05,4890,french,,pending
284,1/28/2013 17:39,2471,english,,pending
285,1/28/2013 11:13,11340,german,1/28/2013 11:14,active
286,1/28/2013 5:44,12299,japanese,1/28/2013 5:45,active
287,1/28/2013 6:55,4590,english,1/28/2013 6:56,active
288,1/28/2013 23:39,8264,russian,1/28/2013 23:41,active
289,1/28/2013 0:14,150,german,1/28/2013 0:16,active
290,1/28/2013 10:59,2,german,,pending
291,1/29/2013 7:41,12539,french,,pending
292,1/29/2013 2:48,484,english,,pending
293,1/29/2013 0:58,6553,english,,pending
294,1/29/2013 19:43,8860,japanese,,pending
295,1/29/2013 18:42,10319,french,,pending
296,1/29/2013 3:36,9087,english,,pending
297,1/29/2013 15:01,9077,indian,1/29/2013 15:02,active
298,1/29/2013 16:10,85,chinese,,pending
299,1/29/2013 20:51,38,german,,pending
300,1/29/2013 19:58,624,russian,1/29/2013 20:00,active
301,1/29/2013 9:18,3,arabic,1/29/2013 9:19,active
302,1/29/2013 8:41,7925,english,,pending
303,1/29/2013 14:05,2094,english,,pending
304,1/29/2013 18:58,6796,chinese,,pending
305,1/30/2013 10:22,9876,indian,1/30/2013 10:24,active
306,1/30/2013 10:24,6,japanese,1/30/2013 10:26,active
307,1/30/2013 17:48,8,japanese,1/30/2013 17:50,active
308,1/30/2013 10:30,75,english,,pending
309,1/30/2013 14:39,94,portugese,1/30/2013 14:41,active
310,1/30/2013 13:35,3696,japanese,,pending
311,1/30/2013 17:04,113,indian,,pending
312,1/30/2013 4:20,13011,english,1/30/2013 4:21,active
313,1/30/2013 23:08,10354,german,,pending
314,1/30/2013 17:15,225,english,,pending
315,1/30/2013 15:08,1,japanese,,pending
316,1/30/2013 17:11,1193,japanese,,pending
317,1/30/2013 16:40,18,spanish,,pending
318,1/30/2013 15:53,4801,arabic,1/30/2013 15:54,active
319,1/31/2013 0:34,3,spanish,1/31/2013 0:35,active
320,1/31/2013 18:59,7667,english,,pending
321,1/31/2013 18:04,12769,arabic,1/31/2013 18:06,active
322,1/31/2013 16:48,85,portugese,1/31/2013 16:49,active
323,1/31/2013 18:52,3852,english,1/31/2013 18:54,active
324,1/31/2013 8:59,3,japanese,,pending
325,1/31/2013 10:41,3532,english,,pending
326,1/31/2013 16:28,3431,french,1/31/2013 16:29,active
327,1/31/2013 13:17,7187,english,,pending
328,1/31/2013 8:05,13094,english,,pending
329,1/31/2013 11:59,2,english,,pending
330,1/31/2013 10:54,6999,japanese,1/31/2013 10:56,active
331,1/31/2013 18:04,6035,english,,pending
332,2/1/2013 16:27,219,english,2/1/2013 16:28,active
333,2/1/2013 13:27,4182,english,,pending
334,2/1/2013 15:43,6527,english,,pending
335,2/1/2013 7:47,2930,spanish,2/1/2013 7:48,active
336,2/1/2013 13:10,10093,chinese,,pending
337,2/1/2013 15:40,8766,chinese,,pending
338,2/1/2013 10:17,2,spanish,2/1/2013 10:19,active
339,2/1/2013 5:11,9900,french,,pending
340,2/1/2013 23:53,5168,italian,,pending
341,2/1/2013 21:52,4201,english,2/1/2013 21:54,active
342,2/1/2013 18:25,8697,german,,pending
343,2/1/2013 9:28,2591,english,,pending
344,2/2/2013 17:18,1,english,,pending
345,2/2/2013 15:23,10442,english,2/2/2013 15:25,active
346,2/2/2013 18:28,6010,english,2/2/2013 18:30,active
347,2/2/2013 20:05,10,german,2/2/2013 20:07,active
348,2/3/2013 12:15,3,english,,pending
349,2/3/2013 23:35,7321,arabic,2/3/2013 23:37,active
350,2/3/2013 8:35,8807,japanese,,pending
351,2/3/2013 21:00,757,german,,pending
352,2/4/2013 1:51,8809,english,,pending
353,2/4/2013 10:32,4122,english,2/4/2013 10:33,active
354,2/4/2013 3:22,445,french,,pending
355,2/4/2013 21:35,12167,chinese,2/4/2013 21:37,active
356,2/4/2013 8:28,11,english,,pending
357,2/4/2013 10:51,11842,english,,pending
358,2/4/2013 17:22,3403,english,,pending
359,2/4/2013 15:58,8083,english,2/4/2013 16:00,active
360,2/4/2013 19:33,10506,spanish,2/4/2013 19:34,active
361,2/4/2013 13:09,1,chinese,2/4/2013 13:11,active
362,2/4/2013 13:28,35,japanese,2/4/2013 13:30,active
363,2/4/2013 11:56,12020,english,2/4/2013 11:57,active
364,2/4/2013 8:26,343,chinese,,pending
365,2/4/2013 3:53,10053,spanish,2/4/2013 3:55,active
366,2/4/2013 13:07,6145,japanese,2/4/2013 13:09,active
367,2/4/2013 12:41,5886,english,2/4/2013 12:42,active
368,2/5/2013 17:24,17,english,,pending
369,2/5/2013 14:28,5596,english,2/5/2013 14:30,active
370,2/5/2013 14:17,6795,french,2/5/2013 14:18,active
371,2/5/2013 14:53,8118,japanese,,pending
372,2/5/2013 14:39,1,english,2/5/2013 14:41,active
373,2/5/2013 17:34,9190,spanish,2/5/2013 17:35,active
374,2/5/2013 22:03,9830,japanese,2/5/2013 22:04,active
375,2/5/2013 21:14,13125,english,,pending
376,2/5/2013 8:20,5884,german,2/5/2013 8:21,active
377,2/5/2013 13:01,6590,english,2/5/2013 13:02,active
378,2/5/2013 4:00,2376,english,2/5/2013 4:02,active
379,2/5/2013 8:44,4701,french,2/5/2013 8:45,active
380,2/5/2013 10:29,4487,japanese,2/5/2013 10:30,active
381,2/5/2013 0:46,2,english,2/5/2013 0:47,active
382,2/5/2013 16:23,4553,english,,pending
383,2/5/2013 23:47,155,arabic,2/5/2013 23:48,active
384,2/6/2013 18:30,9,spanish,2/6/2013 18:32,active
385,2/6/2013 18:11,159,english,2/6/2013 18:13,active
386,2/6/2013 11:30,6,english,,pending
387,2/6/2013 13:49,3887,english,,pending
388,2/6/2013 10:39,7654,spanish,2/6/2013 10:40,active
389,2/6/2013 1:04,11636,spanish,,pending
390,2/6/2013 20:16,4697,english,2/6/2013 20:17,active
391,2/6/2013 16:39,224,spanish,,pending
392,2/6/2013 16:14,7120,english,,pending
393,2/6/2013 10:46,3,english,2/6/2013 10:47,active
394,2/6/2013 1:41,2475,japanese,,pending
395,2/6/2013 14:13,6522,english,,pending
396,2/6/2013 4:37,9894,english,,pending
397,2/6/2013 6:51,9060,english,2/6/2013 6:53,active
398,2/7/2013 11:34,6572,german,,pending
399,2/7/2013 15:40,13075,english,2/7/2013 15:42,active
400,2/7/2013 2:21,7851,english,,pending
401,2/7/2013 3:23,7978,italian,,pending
402,2/7/2013 18:16,12013,arabic,2/7/2013 18:17,active
403,2/7/2013 15:14,1,russian,2/7/2013 15:17,active
404,2/7/2013 14:03,3453,english,2/7/2013 14:04,active
405,2/7/2013 18:25,349,arabic,2/7/2013 18:26,active
406,2/7/2013 16:56,10036,english,2/7/2013 16:57,active
407,2/7/2013 6:13,6458,chinese,,pending
408,2/7/2013 10:47,36,french,2/7/2013 10:48,active
409,2/7/2013 12:00,1,english,2/7/2013 12:01,active
410,2/7/2013 2:39,7666,english,,pending
411,2/7/2013 13:56,868,italian,2/7/2013 13:58,active
412,2/7/2013 19:13,6078,english,2/7/2013 19:14,active
413,2/8/2013 15:07,8523,english,2/8/2013 15:09,active
414,2/8/2013 15:03,513,indian,2/8/2013 15:05,active
415,2/8/2013 1:56,1,french,,pending
416,2/8/2013 8:16,3972,japanese,,pending
417,2/8/2013 15:56,1,english,2/8/2013 15:57,active
418,2/8/2013 14:19,9945,english,,pending
419,2/8/2013 18:32,12655,english,,pending
420,2/8/2013 4:14,5838,english,2/8/2013 4:16,active
421,2/8/2013 17:29,6000,french,,pending
422,2/8/2013 12:45,9147,indian,,pending
423,2/8/2013 16:01,76,spanish,,pending
424,2/8/2013 7:25,3314,english,,pending
425,2/8/2013 9:51,12578,chinese,,pending
426,2/8/2013 11:10,29,english,,pending
427,2/8/2013 12:25,1,english,,pending
428,2/8/2013 19:02,2,english,2/8/2013 19:04,active
429,2/8/2013 16:34,2876,english,2/8/2013 16:36,active
430,2/8/2013 12:33,10,chinese,2/8/2013 12:35,active
431,2/9/2013 17:59,45,english,,pending
432,2/9/2013 13:01,21,english,2/9/2013 13:03,active
433,2/9/2013 8:59,9806,french,,pending
434,2/9/2013 13:52,329,french,2/9/2013 13:54,active
435,2/10/2013 7:26,5408,english,,pending
436,2/10/2013 12:22,15,english,,pending
437,2/10/2013 9:57,8635,portugese,2/10/2013 9:59,active
438,2/10/2013 15:54,5,spanish,,pending
439,2/11/2013 8:48,2147,german,2/11/2013 8:49,active
440,2/11/2013 8:14,1705,english,,pending
441,2/11/2013 11:33,25,english,2/11/2013 11:35,active
442,2/11/2013 8:33,27,arabic,,pending
443,2/11/2013 14:24,4822,english,2/11/2013 14:26,active
444,2/11/2013 13:45,10576,spanish,,pending
445,2/11/2013 12:32,73,french,,pending
446,2/11/2013 14:00,5878,english,,pending
447,2/11/2013 3:06,11949,french,,pending
448,2/11/2013 13:37,9602,chinese,,pending
449,2/11/2013 18:08,12098,indian,,pending
450,2/11/2013 15:48,4787,chinese,,pending
451,2/11/2013 19:44,8999,german,2/11/2013 19:46,active
452,2/11/2013 11:02,6326,english,,pending
453,2/12/2013 14:26,6781,german,2/12/2013 14:28,active
454,2/12/2013 9:41,6039,french,2/12/2013 9:42,active
455,2/12/2013 10:57,1538,indian,,pending
456,2/12/2013 18:41,2086,english,,pending
457,2/12/2013 18:13,4485,english,2/12/2013 18:15,active
458,2/12/2013 17:51,6504,english,,pending
459,2/12/2013 15:25,3734,french,,pending
460,2/12/2013 8:41,3309,english,2/12/2013 8:42,active
461,2/12/2013 11:14,3,korean,2/12/2013 11:15,active
462,2/12/2013 22:33,4,korean,2/12/2013 22:34,active
463,2/12/2013 9:47,4793,english,,pending
464,2/12/2013 18:16,1111,russian,2/12/2013 18:17,active
465,2/12/2013 5:11,1909,english,,pending
466,2/12/2013 18:53,9750,spanish,2/12/2013 18:55,active
467,2/12/2013 11:16,12486,japanese,2/12/2013 11:17,active
468,2/13/2013 3:28,4508,english,,pending
469,2/13/2013 15:01,3613,spanish,2/13/2013 15:03,active
470,2/13/2013 15:01,399,english,2/13/2013 15:03,active
471,2/13/2013 14:34,21,chinese,2/13/2013 14:35,active
472,2/13/2013 22:35,2,portugese,,pending
473,2/13/2013 9:53,10534,russian,,pending
474,2/13/2013 17:15,6032,english,2/13/2013 17:16,active
475,2/13/2013 13:10,9571,spanish,,pending
476,2/13/2013 4:39,7424,english,,pending
477,2/13/2013 8:52,1,english,,pending
478,2/13/2013 13:11,4410,english,2/13/2013 13:12,active
479,2/13/2013 10:41,9751,english,2/13/2013 10:42,active
480,2/13/2013 14:30,9617,english,,pending
481,2/13/2013 18:11,9954,japanese,,pending
482,2/13/2013 15:03,13168,english,2/13/2013 15:04,active
483,2/13/2013 15:09,11571,spanish,,pending
484,2/14/2013 18:47,4896,russian,2/14/2013 18:49,active
485,2/14/2013 3:36,105,german,2/14/2013 3:38,active
486,2/14/2013 10:39,4632,english,,pending
487,2/14/2013 13:35,1267,english,2/14/2013 13:36,active
488,2/14/2013 13:29,3,english,2/14/2013 13:31,active
489,2/14/2013 7:17,773,russian,2/14/2013 7:19,active
490,2/14/2013 20:27,3562,spanish,2/14/2013 20:29,active
491,2/14/2013 6:46,2,indian,2/14/2013 6:47,active
492,2/14/2013 13:11,8821,english,2/14/2013 13:13,active
493,2/14/2013 11:33,4294,japanese,2/14/2013 11:34,active
494,2/14/2013 16:28,79,english,2/14/2013 16:30,active
495,2/14/2013 16:20,2927,english,2/14/2013 16:21,active
496,2/15/2013 15:45,4874,french,,pending
497,2/15/2013 11:32,781,italian,2/15/2013 11:33,active
498,2/15/2013 17:03,12585,english,2/15/2013 17:04,active
499,2/15/2013 21:06,9408,english,,pending
500,2/15/2013 14:26,460,english,,pending
501,2/15/2013 13:14,9,english,2/15/2013 13:15,active
502,2/15/2013 3:30,8880,arabic,,pending
503,2/15/2013 1:49,4563,english,2/15/2013 1:50,active
504,2/15/2013 12:47,5444,spanish,,pending
505,2/15/2013 10:01,3,english,,pending
506,2/15/2013 9:00,4622,indian,,pending
507,2/15/2013 1:51,548,english,,pending
508,2/15/2013 9:14,2,english,,pending
509,2/15/2013 18:19,7884,english,,pending
510,2/15/2013 18:53,11289,english,,pending
511,2/16/2013 23:21,8845,english,,pending
512,2/16/2013 19:41,6996,english,,pending
513,2/16/2013 10:34,700,spanish,2/16/2013 10:35,active
514,2/16/2013 21:58,8125,japanese,2/16/2013 22:00,active
515,2/17/2013 10:15,2253,english,2/17/2013 10:16,active
516,2/17/2013 23:01,9,english,2/17/2013 23:03,active
517,2/17/2013 11:17,11239,english,2/17/2013 11:19,active
518,2/17/2013 8:00,421,english,2/17/2013 8:02,active
519,2/17/2013 17:37,10492,english,,pending
520,2/18/2013 10:23,12719,english,,pending
